institute_short,program_name,category,quota,pool,round_no,closing_rank_avg,closing_rank_std,latest_recorded_year
NIT-Nagpur,Chemical Engineering,GEN,OS,Gender-Neutral,6,21279.0,0.0,2016
NIT-Nagpur,Civil Engineering,GEN,OS,Gender-Neutral,6,15172.0,0.0,2016
IIT-Bhubaneswar,Civil Engineering and M. Tech. in Structural Engineering,ST,AI,Gender-Neutral,6,542.0,0.0,2016
NIT-Rourkela,Ceramic Engineering,GEN-EWS,HS,Gender-Neutral,6,15335.0,0.0,2020
NIT-Warangal,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,58.0,0.0,2019
IIT-(ISM) Dhanbad,Electrical Engineering,ST,AI,Female-Only,7,831.0,0.0,2018
IIT-(BHU) Varanasi,Pharmaceutics,OBC-NCL,AI,Gender-Neutral,6,3824.5,40.30508652763321,2016
NIT-Surat,Mathematics,GEN,HS,Gender-Neutral,6,52917.0,0.0,2016
IIT-Jammu,Mechanical Engineering,ST,AI,Gender-Neutral,6,781.0,0.0,2016
NIT-Durgapur,Metallurgical and Materials Engineering,GEN-EWS,OS,Female-Only,6,8234.0,0.0,2020
IIT-Delhi,Mathematics and Computing,GEN-PWD,AI,Gender-Neutral,7,21.2,15.833508770957875,2019
NIT-Nagpur,Architecture,OBC-NCL,HS,Gender-Neutral,6,931.0,0.0,2016
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,GEN,AI,Gender-Neutral,6,583.0,0.0,2016
NIT-Andhra-Pradesh,Computer Science and Engineering,GEN,HS,Gender-Neutral,6,12099.0,0.0,2016
NIT-Warangal,Electronics and Communication Engineering,ST,AP,Gender-Neutral,6,436.0,0.0,2016
NIT-Durgapur,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,5742.0,0.0,2020
NIT-Patna,Computer Science and Engineering,GEN-EWS,HS,Female-Only,6,6354.0,0.0,2020
NIT-Bhopal,Electronics and Communication Engineering,GEN-PWD,OS,Gender-Neutral,7,412.0,0.0,2019
NIT-Agartala,Chemical Engineering,GEN-PWD,OS,Gender-Neutral,7,3130.0,0.0,2019
IIT-Kharagpur,Mechanical Engineering,ST,AI,Female-Only,7,434.0,0.0,2018
NIT-Surat,Chemical Engineering,SC,HS,Gender-Neutral,6,8391.0,0.0,2016
NIT-Warangal,Mechanical Engineering,GEN,AP,Gender-Neutral,6,5441.0,0.0,2016
NIT-Silchar,Civil Engineering,GEN-EWS,HS,Gender-Neutral,6,19826.0,0.0,2020
NIT-Jalandhar,Chemical Engineering,GEN-PWD,OS,Gender-Neutral,7,2058.0,0.0,2019
IIT-(ISM) Dhanbad,Mathematics and Computing,ST,AI,Female-Only,7,389.0,0.0,2018
IIT-(BHU) Varanasi,Civil Engineering with M.Tech. in Structural Engineering,SC,AI,Gender-Neutral,6,1184.0,0.0,2016
NIT-Andhra-Pradesh,Chemical Engineering,ST,OS,Gender-Neutral,6,1464.0,0.0,2016
NIT-Patna,Mathematics,GEN-PWD,HS,Gender-Neutral,7,2187.0,0.0,2019
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,SC,AI,Gender-Neutral,6,959.0,0.0,2016
NIT-Surat,Chemistry,SC,HS,Gender-Neutral,6,19514.0,0.0,2016
IIT-Roorkee,Bio Technology,ST,AI,Gender-Neutral,6,1084.0,0.0,2016
NIT-Durgapur,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,6,7314.0,0.0,2020
NIT-Karnataka-Surathkal,Mining Engineering,GEN-EWS,OS,Gender-Neutral,6,4904.0,0.0,2020
NIT-Raipur,Bio Medical Engineering,GEN-EWS,OS,Female-Only,6,10147.0,0.0,2020
NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,GEN-EWS,HS,Gender-Neutral,6,15027.0,0.0,2020
NIT-Srinagar,Computer Science and Engineering,GEN-EWS,JK,Gender-Neutral,6,12768.0,0.0,2020
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,ST,AI,Gender-Neutral,7,174.5,17.67766952966369,2018
IIT-(BHU) Varanasi,Metallurgical Engineering,ST,AI,Female-Only,7,524.0,0.0,2018
NIT-Raipur,Civil Engineering,GEN-EWS,OS,Female-Only,6,8125.0,0.0,2020
NIT-Raipur,Metallurgical and Materials Engineering,GEN-EWS,HS,Female-Only,6,27086.0,0.0,2020
NIT-Rourkela,Bio Medical Engineering,GEN-EWS,OS,Gender-Neutral,6,6822.0,0.0,2020
NIT-Warangal,Bio Technology,OBC-NCL,AP,Gender-Neutral,6,9641.0,0.0,2016
NIT-Rourkela,Mining Engineering,GEN-EWS,OS,Gender-Neutral,6,6122.0,1047.9322497184635,2020
NIT-Raipur,Electrical Engineering,GEN-PWD,OS,Gender-Neutral,7,1494.0,0.0,2019
IIT-Jammu,Civil Engineering,ST,AI,Female-Only,7,184.0,0.0,2018
NIT-Warangal,Mechanical Engineering,OBC-NCL,AP,Gender-Neutral,6,1474.0,0.0,2016
NIT-Surat,Computer Engineering,OBC-NCL,OS,Gender-Neutral,6,1883.0,0.0,2016
NIT-Kurukshetra,Computer Engineering,GEN-EWS,HS,Female-Only,6,2834.0,0.0,2020
IIT-Kharagpur,Electrical Engineering,GEN-PWD,AI,Gender-Neutral,7,32.5,6.363961030678928,2019
NIT-Tiruchirappalli,Mechanical Engineering,SC,HS,Gender-Neutral,6,2351.0,0.0,2016
NIT-Tiruchirappalli,Production Engineering,SC,HS,Gender-Neutral,6,5729.0,0.0,2016
NIT-Uttarakhand,Mechanical Engineering,GEN,HS,Gender-Neutral,6,40998.0,0.0,2016
IIT-Kharagpur,Chemistry,ST,AI,Gender-Neutral,6,765.0,0.0,2016
NIT-Jalandhar,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,662.0,0.0,2019
NIT-Allahabad,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,93.0,0.0,2019
IIT-Delhi,Biochemical Engineering and Biotechnology,SC,AI,Gender-Neutral,6,1563.0,0.0,2016
NIT-Andhra-Pradesh,Bio Technology,SC,OS,Gender-Neutral,6,5817.0,0.0,2016
NIT-Surat,Physics,GEN,OS,Gender-Neutral,6,31205.0,0.0,2016
NIT-Warangal,Chemical Engineering,ST,AP,Gender-Neutral,6,918.0,0.0,2016
NIT-Calicut,Civil Engineering,GEN-EWS,OS,Female-Only,6,5862.0,0.0,2020
NIT-Durgapur,Civil Engineering,GEN-EWS,OS,Female-Only,6,8223.0,0.0,2020
IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,SC,AI,Gender-Neutral,6,812.0,0.0,2016
IIT-Roorkee,Architecture,ST,AI,Gender-Neutral,6,471.0,0.0,2016
NIT-Bhopal,Electronics and Communication Engineering,GEN-PWD,HS,Gender-Neutral,7,779.0,0.0,2019
NIT-Rourkela,Mathematics,GEN-PWD,OS,Gender-Neutral,7,3025.0,0.0,2019
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,SC,AI,Gender-Neutral,6,1126.0,0.0,2016
NIT-Warangal,Chemical Engineering,ST,HS,Gender-Neutral,6,443.0,0.0,2016
NIT-Kurukshetra,Electrical Engineering,GEN-EWS,HS,Gender-Neutral,6,4355.0,0.0,2020
NIT-Rourkela,Mechanical Engineering,GEN-EWS,HS,Gender-Neutral,6,7498.0,0.0,2020
NIT-Nagpur,Chemical Engineering,SC,HS,Gender-Neutral,6,3147.0,0.0,2016
NIT-Surat,Computer Engineering,GEN,OS,Gender-Neutral,6,5268.0,0.0,2016
NIT-Calicut,Electronics and Communication Engineering,GEN-EWS,HS,Female-Only,6,27490.0,0.0,2020
NIT-Hamirpur,Mathematics and Computing,GEN-EWS,HS,Female-Only,6,24152.0,0.0,2020
NIT-Raipur,Electrical Engineering,GEN-EWS,OS,Gender-Neutral,6,4139.0,0.0,2020
IIT-Kharagpur,Architecture,SC,AI,Gender-Neutral,6,2347.0,0.0,2016
NIT-Tiruchirappalli,Instrumentation and Control Engineering,GEN,OS,Gender-Neutral,6,10717.0,0.0,2016
IIT-Kharagpur,Quality Engineering Design and Manufacturing,ST,AI,Gender-Neutral,6,864.0,0.0,2016
NIT-Calicut,Civil Engineering,GEN-EWS,HS,Female-Only,6,16671.0,0.0,2020
NIT-Calicut,Engineering Physics,GEN-EWS,OS,Gender-Neutral,6,3346.0,0.0,2020
NIT-Jamshedpur,Production and Industrial Engineering,GEN-EWS,OS,Female-Only,6,9372.0,0.0,2020
IIT-(ISM) Dhanbad,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,62.4,34.83245612930561,2019
NIT-Warangal,Civil Engineering,GEN-PWD,HS,Gender-Neutral,7,500.0,0.0,2019
NIT-Warangal,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,6,19743.0,0.0,2016
NIT-Puducherry,Electrical and Electronics Engineering,GEN-EWS,OS,Female-Only,6,5262.0,0.0,2020
NIT-Raipur,Architecture,GEN-EWS,HS,Gender-Neutral,6,4050.0,0.0,2020
NIT-Jamshedpur,Electrical Engineering,GEN-EWS,OS,Female-Only,6,5789.0,0.0,2020
IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in anyof the listed specializations,GEN-PWD,AI,Gender-Neutral,7,115.0,0.0,2019
NIT-Bhopal,Architecture,GEN-PWD,OS,Gender-Neutral,7,162.0,0.0,2019
NIT-Durgapur,Metallurgical and Materials Engineering,GEN-PWD,HS,Gender-Neutral,7,1325.0,0.0,2019
NIT-Raipur,Civil Engineering,GEN-PWD,HS,Gender-Neutral,7,458.0,0.0,2019
NIT-Raipur,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,1081.0,0.0,2019
NIT-Nagpur,Electrical and Electronics Engineering,ST,HS,Gender-Neutral,6,1719.0,0.0,2016
NIT-Goa,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,5852.0,0.0,2020
NIT-Raipur,Architecture,GEN-EWS,OS,Gender-Neutral,6,356.0,0.0,2020
IIT-Indore,Mechanical Engineering,ST,AI,Female-Only,7,828.0,0.0,2018
IIT-(ISM) Dhanbad,Electronics and Instrumentation Engineering,OBC-NCL,AI,Gender-Neutral,6,2723.0,0.0,2016
NIT-Nagpur,Computer Science and Engineering,GEN,HS,Gender-Neutral,6,4442.0,0.0,2016
IIT-(BHU) Varanasi,Civil Engineering with M.Tech. in Structural Engineering,ST,AI,Gender-Neutral,6,530.0,0.0,2016
NIT-Patna,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,2480.0,0.0,2020
NIT-Bhopal,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,114.0,0.0,2019
NIT-Warangal,Civil Engineering,GEN,HS,Gender-Neutral,6,9123.0,0.0,2016
NIT-Tiruchirappalli,Mechanical Engineering,ST,OS,Gender-Neutral,6,141.0,0.0,2016
NIT-Warangal,Electrical and Electronics Engineering,ST,HS,Gender-Neutral,6,218.0,0.0,2016
NIT-Hamirpur,Electrical Engineering,GEN-EWS,OS,Gender-Neutral,6,3839.0,0.0,2020
NIT-Kurukshetra,Production and Industrial Engineering,GEN-EWS,HS,Female-Only,6,11810.0,0.0,2020
NIT-Rourkela,Physics,GEN-EWS,OS,Gender-Neutral,6,5330.0,0.0,2020
NIT-Silchar,Electrical Engineering,GEN-EWS,HS,Female-Only,6,18566.0,0.0,2020
NIT-Jaipur,Electronics and Communication Engineering,GEN-PWD,HS,Gender-Neutral,7,1506.0,0.0,2019
IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,ST,AI,Gender-Neutral,7,968.5,238.2949852598665,2018
NIT-Uttarakhand,Civil Engineering,GEN,HS,Gender-Neutral,6,56366.0,0.0,2016
NIT-Silchar,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,1555.0,0.0,2019
NIT-Nagpur,Electrical and Electronics Engineering,SC,HS,Gender-Neutral,6,2094.0,0.0,2016
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,GEN-EWS,HS,Gender-Neutral,6,2587.0,0.0,2020
NIT-Kurukshetra,Production and Industrial Engineering,GEN-EWS,HS,Gender-Neutral,6,8184.0,0.0,2020
NIT-Rourkela,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,590.0,0.0,2020
IIT-Madras,Biological Sciences,ST,AI,Gender-Neutral,7,805.0,401.636651713959,2018
NIT-Andhra-Pradesh,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,6,7091.0,0.0,2016
NIT-Nagpur,Mechanical Engineering,GEN,OS,Gender-Neutral,6,9870.0,0.0,2016
IIT-Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,ST,AI,Gender-Neutral,6,869.0,0.0,2016
IIT-Indore,Metallurgical Engineering and Materials Science,ST,AI,Gender-Neutral,6,1073.0,0.0,2016
NIT-Hamirpur,Materials Science and Engineering,GEN-EWS,HS,Gender-Neutral,6,27049.0,0.0,2020
NIT-Rourkela,Bio Medical Engineering,GEN-EWS,HS,Gender-Neutral,6,16066.0,0.0,2020
NIT-Kurukshetra,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,1696.0,0.0,2019
NIT-Surat,Chemistry,OBC-NCL,HS,Gender-Neutral,6,34084.0,0.0,2016
NIT-Surat,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,6,17097.0,0.0,2016
NIT-Nagpur,Computer Science and Engineering,GEN,OS,Gender-Neutral,6,3661.0,0.0,2016
NIT-Andhra-Pradesh,Chemical Engineering,GEN,HS,Gender-Neutral,6,28424.0,0.0,2016
NIT-Silchar,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,7966.0,0.0,2020
NIT-Nagpur,Architecture,SC,OS,Gender-Neutral,6,403.0,0.0,2016
NIT-Karnataka-Surathkal,Information Technology,GEN-EWS,HS,Gender-Neutral,6,2063.0,0.0,2020
IIT-Kharagpur,Electrical Engineering,ST,AI,Female-Only,7,364.0,0.0,2018
NIT-Warangal,Electrical and Electronics Engineering,OBC-NCL,HS,Gender-Neutral,6,1284.0,0.0,2016
NIT-Warangal,Computer Science and Engineering,ST,HS,Gender-Neutral,6,97.0,0.0,2016
NIT-Jamshedpur,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,6,7766.0,0.0,2020
NIT-Hamirpur,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,678.0,0.0,2019
IIT-(ISM) Dhanbad,Environmental Engineering,ST,AI,Gender-Neutral,6,943.0,0.0,2016
IIT-Roorkee,Electrical Engineering,GEN-PWD,AI,Gender-Neutral,7,66.33333333333333,19.2180470738661,2019
NIT-Hamirpur,Civil Engineering,GEN-PWD,HS,Gender-Neutral,7,2171.0,0.0,2019
NIT-Surat,Mathematics,OBC-NCL,HS,Gender-Neutral,6,33446.0,0.0,2016
NIT-Nagpur,Mining Engineering,GEN,HS,Gender-Neutral,6,32360.0,0.0,2016
NIT-Hamirpur,Electrical Engineering,GEN-EWS,OS,Female-Only,6,6137.0,0.0,2020
NIT-Allahabad,Civil Engineering,GEN-PWD,HS,Gender-Neutral,7,519.0,0.0,2019
NIT-Karnataka-Surathkal,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,279.0,0.0,2019
NIT-Kurukshetra,Mechanical Engineering,GEN-PWD,OS,Female-Only,7,2239.0,0.0,2019
IIT-Jodhpur,Bio Technology,ST,AI,Female-Only,7,264.0,0.0,2018
NIT-Surat,Chemistry,SC,OS,Gender-Neutral,6,6071.0,0.0,2016
NIT-Surat,Mathematics,GEN,OS,Gender-Neutral,6,32676.0,0.0,2016
NIT-Kurukshetra,Information Technology,GEN-PWD,HS,Gender-Neutral,7,442.0,0.0,2019
IIT-Roorkee,Production and Industrial Engineering,ST,AI,Female-Only,7,365.0,0.0,2018
IIT-Guwahati,Bio Technology,ST,AI,Gender-Neutral,7,927.0,36.76955262170047,2018
NIT-Surat,Chemical Engineering,ST,OS,Gender-Neutral,6,1139.0,0.0,2016
NIT-Nagpur,Chemical Engineering,ST,OS,Gender-Neutral,6,1538.0,0.0,2016
NIT-Silchar,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,6,2833.0,0.0,2020
IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,ST,AI,Gender-Neutral,7,799.0,148.49242404917499,2018
NIT-Andhra-Pradesh,Chemical Engineering,SC,HS,Gender-Neutral,6,5315.0,0.0,2016
NIT-Nagpur,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,6,3011.0,0.0,2016
NIT-Surat,Computer Engineering,ST,OS,Gender-Neutral,6,769.0,0.0,2016
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,ST,HS,Gender-Neutral,6,1794.0,0.0,2016
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,ST,HS,Gender-Neutral,6,2457.0,0.0,2016
NIT-Calicut,Electrical and Electronics Engineering,GEN-EWS,OS,Female-Only,6,2291.0,0.0,2020
NIT-Hamirpur,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,8049.0,0.0,2020
NIT-Raipur,Chemical Engineering,GEN-EWS,HS,Gender-Neutral,6,15962.0,0.0,2020
NIT-Srinagar,Information Technology,GEN-EWS,JK,Gender-Neutral,6,17416.0,0.0,2020
NIT-Jaipur,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,297.0,0.0,2019
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,ST,AI,Gender-Neutral,7,688.5,60.10407640085654,2018
IIT-Palakkad,Electrical Engineering,ST,AI,Female-Only,7,458.0,0.0,2018
NIT-Surat,Electrical Engineering,SC,OS,Gender-Neutral,6,2045.0,0.0,2016
NIT-Nagpur,Chemical Engineering,OBC-NCL,OS,Gender-Neutral,6,6670.0,0.0,2016
NIT-Surat,Computer Engineering,ST,HS,Gender-Neutral,6,720.0,0.0,2016
NIT-Durgapur,Metallurgical and Materials Engineering,GEN-EWS,HS,Gender-Neutral,6,14104.0,0.0,2020
NIT-Goa,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,1897.0,0.0,2020
NIT-Kurukshetra,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,1249.0,0.0,2019
NIT-Tiruchirappalli,Electrical and Electronics Engineering,GEN-PWD,OS,Gender-Neutral,7,67.0,0.0,2019
NIT-Warangal,Metallurgical and Materials Engineering,OBC-NCL,AP,Gender-Neutral,6,6511.0,0.0,2016
NIT-Surat,Physics,OBC-NCL,HS,Gender-Neutral,6,32233.0,0.0,2016
IIT-Kanpur,Chemistry,ST,AI,Gender-Neutral,6,729.0,0.0,2016
NIT-Calicut,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,6,1152.0,0.0,2020
NIT-Calicut,Engineering Physics,GEN-EWS,HS,Female-Only,6,20303.0,0.0,2020
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,GEN-EWS,HS,Female-Only,6,2620.0,0.0,2020
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,GEN-EWS,OS,Female-Only,6,5596.0,0.0,2020
NIT-Nagpur,Civil Engineering,ST,HS,Gender-Neutral,6,1513.0,0.0,2016
NIT-Raipur,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,1244.0,0.0,2019
IIT-(BHU) Varanasi,Pharmaceutics,SC,AI,Gender-Neutral,6,2256.5,31.81980515339464,2016
NIT-Nagpur,Computer Science and Engineering,SC,OS,Gender-Neutral,6,907.0,0.0,2016
IIT-(ISM) Dhanbad,Mineral Engineering,GEN,AI,Gender-Neutral,6,9530.0,0.0,2016
NIT-Goa,Electrical and Electronics Engineering,GEN-EWS,OS,Gender-Neutral,6,3809.0,0.0,2020
NIT-Jamshedpur,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,7350.0,0.0,2020
NIT-Rourkela,Physics,GEN-EWS,HS,Gender-Neutral,6,11071.0,0.0,2020
NIT-Agartala,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,2854.0,0.0,2019
NIT-Calicut,Civil Engineering,GEN-PWD,OS,Female-Only,7,1557.0,0.0,2019
NIT-Patna,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,652.0,0.0,2019
NIT-Srinagar,Information Technology,GEN-PWD,HS,Gender-Neutral,7,2156.0,0.0,2019
IIT-Delhi,Production and Industrial Engineering,ST,AI,Female-Only,7,626.0,0.0,2018
IIT-Guwahati,Bio Technology,ST,AI,Female-Only,7,687.0,0.0,2018
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,OBC-NCL,HS,Gender-Neutral,6,7240.0,0.0,2016
NIT-Surat,Mechanical Engineering,GEN,HS,Gender-Neutral,6,12200.0,0.0,2016
NIT-Nagpur,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,6,8160.0,0.0,2016
NIT-Nagpur,Architecture,ST,OS,Gender-Neutral,6,169.0,0.0,2016
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,3510.0,0.0,2020
NIT-Jamshedpur,Electronics and Communication Engineering,GEN-EWS,OS,Female-Only,6,4711.0,0.0,2020
IIT-Delhi,Electrical Engineering,GEN-PWD,AI,Gender-Neutral,7,20.666666666666668,4.163331998932266,2019
IIT-Kharagpur,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,11.2,5.890670590009257,2019
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,SC,HS,Gender-Neutral,6,6187.0,0.0,2016
IIT-(BHU) Varanasi,Civil Engineering with M.Tech. in Structural Engineering,GEN,AI,Gender-Neutral,6,6238.0,0.0,2016
NIT-Uttarakhand,Computer Science and Engineering,GEN,OS,Gender-Neutral,6,18568.0,0.0,2016
NIT-Uttarakhand,Civil Engineering,ST,HS,Gender-Neutral,6,4001.0,0.0,2016
NIT-Karnataka-Surathkal,Civil Engineering,GEN-EWS,HS,Gender-Neutral,6,6444.0,0.0,2020
NIT-Kurukshetra,Computer Engineering,GEN-EWS,OS,Gender-Neutral,6,913.0,0.0,2020
NIT-Allahabad,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,54.0,0.0,2019
NIT-Agartala,Chemistry,GEN-PWD,HS,Gender-Neutral,7,2960.0,0.0,2019
NIT-Warangal,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,6,2429.0,0.0,2016
NIT-Andhra-Pradesh,Bio Technology,GEN,HS,Gender-Neutral,6,35021.0,0.0,2016
IIT-(BHU) Varanasi,Pharmaceutics,ST,AI,Gender-Neutral,6,445.5,0.7071067811865476,2016
NIT-Durgapur,Civil Engineering,GEN-EWS,HS,Female-Only,6,32823.0,0.0,2020
NIT-Patna,Mechanical Engineering,GEN-EWS,HS,Female-Only,6,9245.0,0.0,2020
NIT-Silchar,Electronics and Instrumentation Engineering,GEN-EWS,HS,Female-Only,6,19141.0,0.0,2020
IIT-Mandi,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,75.66666666666667,6.658328118479393,2019
NIT-Calicut,Production Engineering,GEN-PWD,HS,Gender-Neutral,7,1517.0,0.0,2019
NIT-Durgapur,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,724.0,0.0,2019
NIT-Raipur,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,1205.0,0.0,2019
NIT-Srinagar,Electronics and Communication Engineering,GEN-PWD,OS,Gender-Neutral,7,2307.0,0.0,2019
IIT-Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,ST,AI,Gender-Neutral,7,418.0,345.0681092190352,2018
IIT-(ISM) Dhanbad,Petroleum Engineering,ST,AI,Female-Only,7,301.0,0.0,2018
NIT-Nagpur,Electrical and Electronics Engineering,OBC-NCL,HS,Gender-Neutral,6,5093.0,0.0,2016
NIT-Nagaland,Electrical and Electronics Engineering,GEN-EWS,OS,Gender-Neutral,6,7673.0,0.0,2020
NIT-Jamshedpur,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,1402.0,0.0,2020
NIT-Srinagar,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,6,8801.0,0.0,2020
IIT-Delhi,Electrical Engineering - Power and Automation,GEN-PWD,AI,Gender-Neutral,7,32.0,8.48528137423857,2019
NIT-Mizoram,Electronics and Communication Engineering,GEN-PWD,OS,Gender-Neutral,7,1345.0,0.0,2019
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,ST,AI,Gender-Neutral,7,161.5,43.1335136523794,2018
IIT-Patna,Electrical Engineering,ST,AI,Gender-Neutral,7,589.0,35.35533905932738,2018
IIT-Tirupati,Civil Engineering,ST,AI,Female-Only,7,146.0,0.0,2018
NIT-Nagpur,Architecture,SC,HS,Gender-Neutral,6,224.0,0.0,2016
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,OBC-NCL,HS,Gender-Neutral,6,11785.0,0.0,2016
IIT-(BHU) Varanasi,Ceramic Engineering,ST,AI,Gender-Neutral,6,1008.0,63.63961030678928,2016
NIT-Kurukshetra,Production and Industrial Engineering,GEN-EWS,OS,Gender-Neutral,6,7286.0,0.0,2020
NIT-Durgapur,Computer Science and Engineering,GEN-PWD,HS,Female-Only,7,2157.0,0.0,2019
NIT-Raipur,Electronics and Communication Engineering,GEN-PWD,OS,Female-Only,7,2460.0,0.0,2019
IIT-Ropar,Mechanical Engineering,ST,AI,Female-Only,7,212.0,0.0,2018
IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,SC,AI,Gender-Neutral,6,184.0,0.0,2016
NIT-Andhra-Pradesh,Mechanical Engineering,ST,HS,Gender-Neutral,6,1521.0,0.0,2016
NIT-Bhopal,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,2095.0,0.0,2019
IIT-Madras,Engineering Design,ST,AI,Female-Only,7,299.0,0.0,2018
NIT-Tiruchirappalli,Instrumentation and Control Engineering,SC,HS,Gender-Neutral,6,6589.0,0.0,2016
IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,OBC-NCL,AI,Gender-Neutral,6,928.0,0.0,2016
NIT-Warangal,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,6,1701.0,0.0,2016
NIT-Warangal,Metallurgical and Materials Engineering,OBC-NCL,HS,Gender-Neutral,6,6108.0,0.0,2016
NIT-Raipur,Mechanical Engineering,GEN-EWS,HS,Female-Only,6,21539.0,0.0,2020
IIT-Guwahati,Bio Technology,GEN,AI,Gender-Neutral,6,8000.0,0.0,2016
NIT-Jaipur,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,741.0,0.0,2019
NIT-Allahabad,Electronics and Communication Engineering,GEN-PWD,HS,Female-Only,7,298.0,0.0,2019
NIT-Raipur,Information Technology,GEN-PWD,OS,Gender-Neutral,7,995.0,0.0,2019
NIT-Warangal,Civil Engineering,GEN,OS,Gender-Neutral,6,9023.0,0.0,2016
NIT-Surat,Chemistry,ST,OS,Gender-Neutral,6,3379.0,0.0,2016
NIT-Hamirpur,Electrical Engineering,GEN-EWS,HS,Gender-Neutral,6,16984.0,0.0,2020
NIT-Bhopal,Electrical Engineering,GEN-PWD,OS,Gender-Neutral,7,809.0,0.0,2019
IIT-Roorkee,Architecture,SC,AI,Gender-Neutral,6,2134.0,0.0,2016
NIT-Surat,Chemical Engineering,GEN,OS,Gender-Neutral,6,19841.0,0.0,2016
NIT-Durgapur,Bio Technology,GEN-EWS,HS,Female-Only,6,14925.0,0.0,2020
NIT-Srinagar,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,7740.0,0.0,2020
NIT-Calicut,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,474.0,0.0,2019
